"ticker"
"AVIL4"
"MNSA4"
"AURA33"
"CELM3"
"ARLA4"
"COCE5"
"R1KU34"
"NEXT34"
"D2AS34"
"BICB3"
"CBEE3"
"C1AB34"
"MELI34"
"LCAM3"
"E1VE34"
"C1HT34"
"V2VN34"
"I1EX34"
"ABUD34"
"MODL4"
"TSLA34"
"CNFB4"
"AVGO34"
"LOGN3"
"LIXC3"
"G1RM34"
"MLPA4"
"CSAB4"
"RIOT34"
"L1IN34"
"CNIC34"
"CRGT5"
"PFRM3"
"R2AR34"
"VRLM4"
"FRAS4"
"MERC4"
"CSRN3"
"PMET5"
"CEPE3"
"MAKR3"
"JFAB4"
"CFLU4"
"TCHN4"
"PETZ3"
"B3SA3"
"TMCP4"
"OSXB3"
"GSGI34"
"MEC4"
"JPSA4"
"TPEC8B"
"Z2LL35"
"GAFP3"
"W1EL34"
"LAME4"
"EBTP3"
"S2MA34"
"BALM3"
"N1UE34"
"TIET3"
"UBSG34"
"S1YY34"
"LUXM3"
"F1RA34"
"POMO4"
"D2KS34"
"BRKM3"
"R1IN34"
"BRSR6"
"VITT3"
"ACES4"
"MCOR34"
"CTAX11"
"FLCL6"
"OPRE3B"
"PLPL3"
"AIGB34"
"G1DS34"
"BPAC3"
"BFCV4"
"I2NG34"
"KROT4"
"W1DA34"
"H1TH34"
"TEXA34"
"P1EG34"
"KLBN11"
"EBEN3"
"VEMG4"
"BPAT33"
"S2TW34"
"ALBA3"
"IGBR7"
"VERZ34"
"CGRA3"
"PXEC4"
"D1DG34"
"E2LS34"
"A1YX34"
"GFSA3"
"A1MD34"
"D1HI34"
"M1LC34"
"SEDU3"
"A2SO34"
"CEVA3"
"EMXS4"
"D1XC34"
"CREM4-old"
"HBRE3"
"PRVI3"
"T1XT34"
"TAEE4"
"N1VR34"
"FTRX3"
"WEGE3"
"TMGR3"
"RHER4"
"MRCK34"
"AUTM3"
"SFSA4"
"C2HP34"
"CHAP4"
"CMIN3"
"STBR11"
"CLSA3"
"B1TI34"
"TBCP4"
"PRBC11"
"AEDU3"
"BLUT3"
"J1CI34"
"L1WH34"
"NETE34"
"RANI4"
"P1NW34"
"A1TM34"
"COWC34"
"MELK3"
"BTAS5"
"SOMA3"
"BIOM3"
"NFLX34"
"C1BR34"
"Z2SC34"
"LVTC3"
"VPSC3"
"FESA3"
"SOND3"
"H1AS34"
"CORR3"
"PALF7"
"I1FF34"
"BSCT5"
"ARMT34"
"Z1BR34"
"MACY34"
"COBE3B"
"BBSE3"
"R1JF34"
"DSUL3"
"GALO4"
"SEER3"
"T1DG34"
"BICB4"
"PHMO34-old"
"B1BL34"
"GOAU3"
"VIVO3"
"VGOR4"
"SANB4"
"P1GR34"
"E1IX34"
"CPFE3"
"S1TT34"
"B1RF34"
"DUPO34"
"N1WS34"
"LATS3"
"L1VS34"
"S1IV34"
"HOND34"
"PYPL34"
"D1FS34"
"PNVL3"
"MOAR3"
"BPAR3"
"SHAP4"
"M1TA34"
"BSEG4"
"F2SK34"
"F2IC34"
"ELPL4"
"C1CL34"
"BAHI4"
"ODER4"
"INEP3"
"CPCA4"
"TERI3"
"DHBI3"
"TMCP3"
"T1AL34"
"DUQE3"
"TGMA3"
"TRPN3"
"AGRA4"
"ELPL5"
"RAPT4"
"REPA4"
"AZEV3"
"A1UA34"
"M1TB34"
"WMBY4"
"COCA34"
"U2PS34"
"ECPR4"
"A1TT34"
"YUMR34"
"A1RE34"
"ENGI11"
"P1LD34"
"ARCZ6"
"VIVA3"
"R1EL34"
"J2BL34"
"CASN3"
"IDCO3"
"ALUP4"
"AZUL4"
"D2TC34"
"ANTA3"
"A1LN34"
"PEFX3"
"C1NP34"
"N1TA34"
"CAJI34"
"TASA3"
"EQTL11"
"IGTI4"
"FIGE3"
"MAHS4"
"MAGS3"
"CEEB5"
"DBAG34"
"S1NP34"
"I1BN34"
"BEES3"
"CVPT4"
"ANIM3"
"RRRP3"
"RYTT34"
"CEPE5"
"C2CA34"
"L2SC34"
"VTEC4"
"Q2SC34"
"E1QR34"
"K1LA34"
"R2GE34"
"BTTL4"
"A1LX34"
"ADHM3"
"SNSY5"
"PDGR3"
"UBBR3"
"SQIA3"
"AMZO34"
"PARD3"
"VIVT3"
"U2NF34"
"TPEC3B"
"ENER5"
"IFCM3"
"N2EW34"
"HETA3"
"WEGE4"
"DEOP34"
"ENGI3"
"H1II34"
"COGN3"
"L1YV34"
"BBYY34"
"P1IO34"
"RPAD3"
"ARPS4"
"AQT4"
"TRPL4"
"SCAR4"
"E2NO34"
"BRPR3"
"CAMB3"
"BPIA3"
"CLSC4"
"INGG34"
"N2LY34"
"ESRX34"
"V1AR34"
"W1RK34"
"TCHN3"
"E1TN34"
"N1VO34"
"C1MA34"
"BNCA3"
"WMBY3"
"INTU34"
"BSUL5"
"TEKA3"
"ROMI3"
"RCSL4"
"PQUN4"
"RDSA34"
"S1TX34"
"K2RC34"
"EEEL3"
"HPQB34"
"IMBI4"
"Z1BH34"
"CTSA8"
"S2ED34"
"DOHL4"
"LIPR3"
"C1BS34"
"C1IC34"
"B1CS34"
"ARCE4"
"VAMO3"
"N1TR34"
"A1EE34"
"T1TW34"
"POLA4"
"CNFB3"
"NETC4"
"MEAL3"
"ARCE3"
"BRFS3"
"AELP3"
"TRJC6"
"TKNO3"
"CHKE34"
"CFLU3"
"SDIA3"
"RHDS4"
"DAYC3"
"CPFG4"
"PETR3"
"CVPT3"
"BBGR39"
"RAIA3"
"AXPB34"
"BNBR3"
"BRKM6"
"E1TF34"
"PTIP4"
"MYPK4"
"P2OS34"
"RPMG3"
"BSEV3"
"SULT4"
"REDE4"
"F1AN34"
"NAFG3"
"GEPA4"
"S2NW34"
"CRIV3"
"CTAX4"
"VIVT4"
"CIQU3"
"P2LN34"
"CBVI4"
"L2PL34"
"BPHA3"
"PORT3"
"EMBR4"
"A1SN34"
"AMAR3"
"TPIS3"
"B2YN34"
"SNEC34"
"MTIG4"
"PIPN4"
"TCOC4"
"FTRX4"
"I1RP34"
"N1EM34"
"FLBR3"
"X1YL34"
"BRDT4-old"
"SANC34"
"EGIE3"
"CRBM5"
"FIEI3"
"E2PD34"
"ILLS4"
"TTEN3"
"IBPI6"
"AMBV4"
"BCSA34"
"R1VT34"
"M1CK34"
"MSTO34"
"E1VR34"
"H1DB34"
"A1LL34"
"PITI4"
"T2RM34"
"SLBR3"
"PMT4"
"SMFT3"
"FCXO34"
"AMGN34"
"CRIV4"
"PALF5"
"CZAR4"
"P1AY34"
"ITSA3"
"MMMC34"
"BPAN4"
"MLAS3"
"ERIC4"
"BRGE7"
"B2AP34"
"BMKS3"
"TPRY34"
"T1RO34"
"I1XC34"
"CCHI3"
"E1CL34"
"ABTT34"
"PRBN4"
"V1MC34"
"S2UI34"
"DCVY35"
"G1LP34"
"EUCA3"
"I2RS34"
"TLCP4"
"UPSS34"
"H2TA34"
"AALR3"
"I1QY34"
"D2OC34"
"VIGR3"
"Q1UA34"
"DPPI3"
"S1OU34"
"SZPQ4"
"D1RE34"
"RDSA35"
"BIIB34"
"LOAR4"
"DGCO34"
